Tipo_Fundo_Classe;CNPJ_Fundo_Classe;Data_Referencia;Versao;Data_Entrega;Nome_Fundo_Classe;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email;_data;_versao;_cnpj;Total_Numero_Cotistas;Numero_Cotistas_Pessoa_Fisica;Patrimonio_Liquido;Valor_Patrimonial_Cotas;Cotas_Emitidas;Percentual_Rentabilidade_Efetiva_Mes;Percentual_Dividend_Yield_Mes;Percentual_Amortizacao_Cotas_Mes;Percentual_Despesas_Taxa_Administracao
Classe;20.216.935/0001-17;2026-07-01;1;2026-08-12;BRADESCO CARTEIRA IMOBILIÁRIA ATIVA FII;2015-05-19;INVESTIDORES EM GERAL;BRBCIACTF005;3719038;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;N;N;S;N;BEM DTVM LTDA;00066670000100;Núcleo Cidade de Deus;S/N;Prédio Prata - 4º Andar;Vila Yara;Osasco;SP;06029-900;(11) 3684-4522;;;www.bradescobemdtvm.com.br;bemdtvm@bradesco.com.br;2026-07-01;1;20216935000117;19236;;363291990.06;97.6843985084315;3719038;-0.007344;0.008662;0;0.000427
Classe;20.265.467/0001-70;2026-07-01;1;2026-08-14;FII HIERON BERLIM;2014-12-17;INVESTIDORES EM GERAL;BRVTBLCTF009;226505.5396;N;N;;Multicategoria;Ativa;Indeterminado;;30/12;N;S;N;S;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br;2026-07-01;1;20265467000170;1;0;19270148.73;85.0758386;226505.5396;-0.00246811;0;0;0.002444
Classe;20.680.775/0001-62;2026-07-01;1;2026-08-14;FII BRISA RE IMOB RL;2014-09-22;INVESTIDOR QUALIFICADO;BRBRRICTF007;1025101;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2026-07-01;1;20680775000162;1;0;2564263535.53;2501.474036;1025101;-0.013345;-0.018216;0;0.0001
Fundo;20.717.355/0001-03;2026-07-01;1;2026-08-12;LA SHOPPING II CENTERS FUNDO DE INVESTIMENTO IMOBILIARIO;2023-11-13;INVESTIDOR QUALIFICADO;BRRFIICTF007;66857.6331681;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;N;S;N;N;TERRA INVESTIMENTOS DTVM;03751794000113;Rua Joaquim Floriano, nº 100, 18º andar, Itaim Bibi, SP, CEP 4534000;100;18;ITAIM BIBI;SÃO PAULO;SP;4534000;(011) 3165-6000;;;www.terrainvestimentos.com.br;admfundos@terrainvestimentos.com.br;2026-07-01;1;20717355000103;1;0;43580133.71;651.834826405335;66857.6331681;-0.000784;0;0;0.0006
Classe;20.748.515/0001-81;2026-07-01;1;2026-08-14;BRESCO LOGISTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2016-07-13;INVESTIDORES EM GERAL;BRBRCOCTF007;18021303.0001041;N;S;;Logística;Ativa;Indeterminado;;31/12;S;N;N;S;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br;2026-07-01;1;20748515000181;138623;;2070132105.41;114.871388900017;18021303.0001041;-0.001588;0;0;2E-05
Classe;20.820.603/0001-47;2026-07-01;1;2026-08-13;RIV FUNDO DE INVESTIMENTO IMOBILIÁRIO;2026-06-22;INVESTIDOR PROFISSIONAL;;1650.57748743;N;N;;Outros;Ativa;Indeterminado;;2027-06-30 00:00:00;N;N;S;N;N;QI CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000140;AVENIDA REBOUÇAS;2942;7º AO 12º ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;05402-500;(11) 2827-3500;;;https://qitech.com.br/dtvm/;fii.adm@qitech.com.br;2026-07-01;1;20820603000147;1;0;137548157.06;83333.3533914647;1650.57748743;-0.002449;0;0;7.803E-05
Classe;20.990.694/0001-69;2026-07-01;1;2026-08-13;FGRP FUNDO DE INVESTIMENTO IMOBILIÁRIO;2018-03-01;INVESTIDOR QUALIFICADO;BRGBXPCTF003;184225.83003927;N;N;;Multicategoria;Ativa;Indeterminado;;30/06;N;S;N;N;S;PLANNER CORRETORA DE VALORES S.A.;00806535000154;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;informacoesregulatorias@planner.com.br;2026-07-01;1;20990694000169;1;0;-9250957.65;-50.2153126303084;184225.83003927;-0.000458;0;0;1
Classe;21.044.600/0001-21;2026-07-01;1;2026-08-14;BPGB-001 FUNDO DE INVESTIMENTO IMOBILIÁRIO;2015-11-16;INVESTIDOR PROFISSIONAL;;290062066.22;N;N;;Logística;Ativa;Indeterminado;;31/12;N;N;S;N;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;9º Andar;Botafogo;Rio de Janeiro;RJ;22250-906;(21) 3923-3000;(21) 3923-3046;;www.genialinvestimentos.com.br;structured-funds@genial.com.vc;2026-07-01;1;21044600000121;1;;423561989.42;1.46024606023025;290062066.22;-0.134191;0;0;0.000101670619828207
Classe;21.067.825/0001-01;2026-07-01;1;2026-08-14;BPG LOGÍSTICA I FUNDO DE INVESTIMENTO IMOBILIÁRIO;2018-08-16;INVESTIDOR QUALIFICADO;;341894475.745657;N;N;;Logística;Ativa;Indeterminado;;31/12;N;N;S;N;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;9º Andar;Botafogo;Rio de Janeiro;RJ;22250-906;(21) 3923-3000;(21) 3923-3046;;www.genialinvestimentos.com.br;structured-funds@genial.com.vc;2026-07-01;1;21067825000101;1;;377087689.84;1.10293589569585;341894475.745657;0.338146;0;0;0.000141412014862182
Classe;21.085.863/0001-89;2026-07-01;1;2026-08-17;EBT FUNDO DE INVESTIMENTO IMOBILIÁRIO;2014-08-04;INVESTIDOR QUALIFICADO;;497178899.870867;N;N;;Escritórios;Ativa;Indeterminado;;31/12;N;N;S;N;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;9º;Botafogo;Rio de Janeiro;RJ;20091-020;(11)3524-8888;(11) 2137-8888;0800 605 8888;https://www.genialinvestimentos.com.br/;Structured-Funds@genial.com.vc;2026-07-01;1;21085863000189;1;;744666805.56;1.49778441070893;497178899.870867;-0.023625;0;0;6.60497817718787E-05
Classe;21.126.204/0001-43;2026-07-01;1;2026-08-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO BRASIL VAREJO;2014-10-30;INVESTIDORES EM GERAL;BRBVARCTF006;625540;N;N;;Varejo;Definida;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2026-07-01;1;21126204000143;127;;429664604.55;686.869911676312;625540;0.011255;0.006795;0.000672;0.000207
Classe;21.156.164/0001-82;2026-07-01;1;2026-08-14;HAMAL - FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2019-11-29;INVESTIDOR QUALIFICADO;000000000000;1027.76025531;N;N;;Escritórios;Definida;Indeterminado;;31/12;N;N;S;N;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br;2026-07-01;1;21156164000182;1;;444431621.61;432427.328565987;1027.76025531;-0.000163;0;0;4.2E-05
Classe;21.408.063/0001-51;2026-07-01;1;2026-08-14;FUNDO DE INVESTIMENTO IMOBILIARIO PÁTRIA PROPERTIES;2014-11-11;INVESTIDOR PROFISSIONAL;BRRBRPCTF002;12179186.9380769;N;N;;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com;2026-07-01;1;21408063000151;52621;;955608758.18;78.4624427754199;12179186.9380769;-0.003292;0.004426;;0.00052091049369206
Classe;21.500.481/0001-74;2026-07-01;1;2026-08-13;FII PATRIMONIAL V  RESPONSABILIDADE LTDA;2016-11-18;INVESTIDORES EM GERAL;BRVTPACTF002;661867;N;N;;Logística;Ativa;Indeterminado;;30/06;S;N;N;S;N;OLIVEIRA TRUST DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;36113876000191;AVENIDA DAS AMÉRICAS;3434;BLOCO 07 - SALA 201;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br;2026-07-01;1;21500481000174;1;;69722385.92;105.341988526396;661867;0.001338;0;0;9.6E-05
Classe;21.500.500/0001-62;2026-07-01;1;2026-08-14;OMNI MALLS FII;2014-11-17;INVESTIDOR QUALIFICADO;BRIRBLCTF000;2898306;N;N;;Shoppings;Ativa;Indeterminado;;30/06;N;N;S;N;N;XP INVESTIMENTOS CCTVM S.A.;02332886000104;Avenida Afrânio de Melo Franco;290;Sala 606;Leblon;Rio de Janeiro;RJ;22.430-060;55 21 3265-3700;;;www.xpi.com.br;adm.fundos@xpi.com.br;2026-07-01;1;21500500000162;1;0;523915544.65;180.766125;2898306;0.003477;0.003376;0;6E-05
Classe;21.500.514/0001-86;2026-07-01;1;2026-08-12;PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2016-06-11;INVESTIDOR PROFISSIONAL;BRVTVICTF003;1780984;S;S;;Outros;Ativa;Indeterminado;;30/06;N;S;N;N;S;BEM DTVM LTDA;00066670000100;Núcleo Cidade de Deus;S/N;Prédio Prata - 4º Andar;Vila Yara;Osasco;SP;06029-900;(11) 3684-4522;;;www.bradescobemdtvm.com.br;bemdtvm@bradesco.com.br;2026-07-01;1;21500514000186;1;;39441952.7;22.146157798161;1780984;0.010093;0.004991;0;0.000341
Classe;21.826.249/0001-20;2026-07-01;1;2026-08-14;VRE DESENVOLVIMENTO III FUNDO DE INVESTIMENTO IMOBILIÁRIO;2015-10-06;INVESTIDOR QUALIFICADO;BRFVRECTF009;61750.7996;N;N;;Shoppings;Ativa;Indeterminado;;31/12;N;S;N;S;S;GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.;27652684000162;Praia de Botafogo;228;9º Andar;Botafogo;Rio de Janeiro;RJ;22250-906;(21 )3923-3000;(21 )3923-3046;;www.genialinvestimentos.com.br;structured-funds@genial.com.vc;2026-07-01;1;21826249000120;140;87;7322502.47;118.581500441008;61750.7996;0.020549;0.002574;0;0.00232161068837441
Classe;21.862.783/0001-92;2026-07-01;1;2026-08-13;CAM THRONE FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-02-12;INVESTIDOR QUALIFICADO;BR020KCTF004;38275.47890728;N;N;;Multicategoria;Ativa;Indeterminado;;2026-12-31 00:00:00;N;N;S;N;N;QI CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000148;AVENIDA REBOUÇAS;2942;7º AO 12º ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;05402-500;(11) 2827-3500;;;https://qitech.com.br/dtvm/;fii.adm@qitech.com.br;2026-07-01;1;21862783000192;3;0;2647534.78;69.1705200191875;38275.47890728;0.003016;0;0;0
Classe;21.917.235/0001-12;2026-07-01;1;2026-08-14;JGP MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESP;2015-03-04;INVESTIDOR QUALIFICADO;;110486.67969824;N;N;;Shoppings;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com;2026-07-01;1;21917235000112;1;;223090781.45;2019.16450072808;110486.67969824;-0.005705;;;0.000985145099100642
Classe;22.003.469/0001-17;2026-07-01;1;2026-08-14;NOVA I FII;2018-12-31;INVESTIDOR PROFISSIONAL;BRNVIFCTF009;337400;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;S;N;S;S;MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;36864992000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com;2026-07-01;1;22003469000117;7;;126179841.81;373.977005957321;337400;0.024746;0.002431;;0.000326839686977097
Fundo;22.044.621/0001-00;2026-02-01;1;2026-03-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-01;1;22044621000100;;;;;;;;;
Classe;22.081.808/0001-83;2026-07-01;1;2026-08-05;BRAZIL PROPERTIES FII;2017-08-17;INVESTIDOR QUALIFICADO;BR00MMCTF000;1635.77;N;N;;Escritórios;Ativa;Indeterminado;;31/12;N;N;S;N;N;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;02671743000119;AVENIDA BRIGADEIRO FARIA LIMA;3732;14° ANDAR;ITAIM BIBI;São Paulo;SP;04538133;(11)3842-1122;(11)3842-1122;;https://www.banvox.com.br/;informesregulatorios@banvox.com.br;2026-07-01;1;22081808000183;1;1;68382036.64;41804.1880215434;1635.77;-0.002638;0;0;0.000142
Classe;22.169.671/0001-13;2026-07-01;1;2026-08-14;SOLARIUM FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2015-03-13;INVESTIDORES EM GERAL;BRSOLRCTF002;67841.62132821;N;N;;Escritórios;Ativa;Indeterminado;;31/12;N;N;S;N;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;9º;Botafogo;Rio de Janeiro;RJ;20091-020;(11)3524-8888;(11) 2137-8888;0800 605 8888;https://www.genialinvestimentos.com.br/;Structured-Funds@genial.com.vc;2026-07-01;1;22169671000113;53;37;60522333.68;892.112135516335;67841.62132821;-0.000732;0;0;0.000685281407344437
Classe;22.169.716/0001-50;2026-06-01;1;2026-07-08;ALIANZA REAL ESTATE II- FII;2015-03-24;INVESTIDORES EM GERAL;BR0EYXCTF009;101664.1113;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com;2026-06-01;1;22169716000150;46;29;1313489.09;12.9198895579191;101664.1113;-0.012;;;0.0197413440259332
Classe;22.211.522/0001-75;2026-07-01;1;2026-08-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CONVIDA SUAPE RL;2015-05-21;INVESTIDOR QUALIFICADO;BRCXSPCTF006;180;S;N;;Multicategoria;Ativa;Determinado;2027-04-22;31/12;N;S;N;N;S;CAIXA ECONÔMICA FEDERAL;00360305000104;AVENIDA PAULISTA;750;9 ANDAR;CERQUEIRA CÉSAR;SÃO PAULO;SP;01310300;11 3572.4400;;;www.caixa.gov.br;geafi06@caixa.gov.br;2026-07-01;1;22211522000175;1;;73464149.58;408134.164333333;180;0.000231;0;0;0.132549
Classe;22.219.335/0001-38;2026-07-01;1;2026-08-14;BANESTES RECEBIVEIS IMOBILIARIOS FII;2015-05-14;INVESTIDORES EM GERAL;BRBCRICTF009;6257873;N;N;;Outros;Definida;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com;2026-07-01;1;22219335000138;40219;;534064507.08;85.3428164937192;6257873;0.015636;0.009505;;0.000635866614422161
Classe;22.340.978/0001-35;2026-07-01;1;2026-08-13;G5 JOMAFIL - FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2016-01-13;INVESTIDOR QUALIFICADO E PROFISSIONAL;BRG5JFCTF007;81.64421072;N;N;;Multicategoria;Ativa;Indeterminado;;2026-12-31 00:00:00;N;N;S;N;N;QI CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000141;AVENIDA REBOUÇAS;2942;7º AO 12º ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;05402-500;(11) 2827-3500;;;https://qitech.com.br/dtvm/;fii.adm@qitech.com.br;2026-07-01;1;22340978000135;3;0;344493775.35;4219451.35254533;81.64421072;0.006571;0;0;5.665E-05
Classe;22.459.737/0001-00;2026-07-01;1;2026-08-14;GRAVATAI SHOPPING FII DE RESPONSABILIDADE LIMITADA;2016-03-24;INVESTIDOR PROFISSIONAL;BRGRAVCTF005;2523296;N;N;;Shoppings;Ativa;Indeterminado;;30/06;S;N;N;S;N;RIO BRAVO INVESTIMENTOS - DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;ri@riobravo.com.br;2026-07-01;1;22459737000100;94;;74893416.9;29.6807892930516;2523296;0.011538;0;0;0.000627
Classe;22.503.991/0001-68;2026-07-01;1;2026-08-04;FII PLANNER 2397 - OPORTUNIDADE I FII;2019-08-05;INVESTIDOR PROFISSIONAL;BRFRAMCTF006;431877.89833141;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;N;S;N;N;PLANNER CORRETORA DE VALORES S.A.;00806535000154;Avenida Brigadeiro Faria Lima;3900;10º andar;Jardim Paulistano;São Paulo;SP;04538-132;(11) 3504-6800;;;www.planner.com.br;informacoesregulatorias@planner.com.br;2026-07-01;1;22503991000168;1;0;7392739.89;17.1176620025298;431877.89833141;-0.001928;0;0;0.000202901768805503
Classe;22.646.161/0001-90;2026-07-01;1;2026-08-14;IZAR FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2016-04-04;INVESTIDOR PROFISSIONAL;BR0DWKCTF002;394588.62966;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;N;S;N;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br;2026-07-01;1;22646161000190;5;;249103014.35;631.298004112894;394588.62966;-0.003526;0;0;0.000183
Classe;22.862.226/0001-34;2026-07-01;1;2026-08-14;ALIANZA MULTIOFFICES - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2015-07-07;INVESTIDORES EM GERAL;BRMTOFCTF003;1941019;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;N;N;S;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br;2026-07-01;1;22862226000134;3;;81910332.74;42.1996553047652;1941019;-0.00977;0;0;0.000195
Classe;23.120.006/0001-06;2026-07-01;1;2026-08-07;FUNDO DE INVESTIMENTO IMOBILIÁRIO CONTAGEM BTS - FII;2016-08-09;INVESTIDOR QUALIFICADO;;454179.4301;N;N;;Logística;Ativa;Indeterminado;;31/12;N;N;S;N;N;INTRA INVESTIMENTOS DTVM LTDA;15489568000195;RUA JOAQUIM FLORIANO;1120;5º ANDAR;ITAIM BIBI;SÃO PAULO;SP;04534004;(11) 31985151;;;www.intrainvestimentos.com.br;administracao.fundos@intrainvestimentos.com.br;2026-07-01;1;23120006000106;28;28;12504067.44;27.5311179047604;454179.4301;-0.002194;0;0;0.001382
Classe;23.120.027/0001-13;2026-07-01;1;2026-08-12;V2 RECEBÍVEIS FII RL;2018-04-27;INVESTIDORES EM GERAL;BRVVCRCTF000;18278958;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2026-07-01;1;23120027000113;2249;2238;186981463.03;10.229328;18278958;0;0;0;0.001
Classe;23.179.381/0001-13;2026-07-01;1;2026-08-14;NIHAL - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2016-04-08;INVESTIDOR PROFISSIONAL;000000000000;147542.48414343;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;N;S;N;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br;2026-07-01;1;23179381000113;1;;46306616.37;313.85276341819;147542.48414343;-0.001195;0;0;0.000396
Classe;23.426.470/0001-17;2026-07-01;2;2026-08-24;FII TRIPLE A ORDINARIA;2022-09-01;INVESTIDOR QUALIFICADO;BR0FJECTF007;6499087.9999;N;N;;Logística;Ativa;Indeterminado;;30/12;N;S;N;N;S;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br;2026-07-01;2;23426470000117;2;0;505005880.8;77.70411492;6499087.9999;0.00384968;0.00878479;0;2.2E-05
Classe;23.532.837/0001-87;2026-07-01;2;2026-08-24;FUNDO DE INVESTIMENTO IMOB JK E;2024-10-15;INVESTIDOR PROFISSIONAL;BRJKEFCTF009;223700582.5864;N;N;;Escritórios;Ativa;Indeterminado;;31/12;N;N;S;N;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br;2026-07-01;2;23532837000187;2;0;967384629.59;4.32446182;223700582.5864;0.00342329;0;0;4.1E-05
Classe;23.533.796/0001-43;2026-07-01;2;2026-08-24;FUNDO DE INVESTIMENTO IMOB JK D;2024-10-15;INVESTIDOR PROFISSIONAL;BRJKDFCTF001;94829479.7983;N;N;;Escritórios;Ativa;Indeterminado;;31/12;N;N;S;N;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br;2026-07-01;2;23533796000143;2;0;608575577.95;6.41757794;94829479.7983;0.00142151;0;0;3.5E-05
Classe;23.537.203/0001-17;2026-07-01;1;2026-08-14;FII MV9;2015-12-17;INVESTIDOR QUALIFICADO;BRMVFICTF001;78155673;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2026-07-01;1;23537203000117;1;0;110507780.51;1.413944;78155673;0.018945;0.009332;0;0.000289
Classe;23.538.112/0001-04;2026-07-01;1;2026-08-14;FUNDO DE INVESTIMENTO IMOBILIARIO SF - FII;2015-10-16;INVESTIDORES EM GERAL;BRSPTWCTF002;49921155.7092531;N;N;;Escritórios;Ativa;Indeterminado;;31/12;N;N;S;N;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;9º;Botafogo;Rio de Janeiro;RJ;20091-020;(11)3524-8888;(11) 2137-8888;0800 605 8888;https://www.genialinvestimentos.com.br/;Structured-Funds@genial.com.vc;2026-07-01;1;23538112000104;1;;50299380.35;1.0075764399957;49921155.7092531;0.012018;0.105789;0;0.00036404007112187
Classe;23.570.871/0001-46;2026-07-01;1;2026-08-14;TM FII RL;2015-12-17;INVESTIDOR PROFISSIONAL;BRTMFICTF005;1557498563;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;N;N;N;N;BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2026-07-01;1;23570871000146;2;0;506201518.7;0.325009;1557498563;0.005347;0.004951;0;0.000125
Classe;23.648.935/0001-84;2026-07-01;1;2026-08-12;MAUA CAP RE FII RL;2019-08-21;INVESTIDORES EM GERAL;BRMCCICTF008;16960024;N;N;;Multicategoria;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2026-07-01;1;23648935000184;125262;124845;1594206894.77;93.997915;16960024;0;0;0;0.000795
Classe;23.740.527/0001-58;2026-07-01;1;2026-08-12;FUNDO DE INVESTIMENTO IMOBILIÁRIO GREEN TOWERS;2017-07-11;INVESTIDORES EM GERAL;BRGTWRCTF003;12000000;N;N;;Escritórios;Ativa;Indeterminado;;31/12;S;N;N;S;N;BEM DTVM LTDA;00066670000100;Núcleo Cidade de Deus;S/N;Prédio Prata - 4º Andar;Vila Yara;Osasco;SP;06029-900;(11) 3684-4522;;;www.bradescobemdtvm.com.br;bemdtvm@bradesco.com.br;2026-07-01;1;23740527000158;32731;;1216454221.68;101.37118514;12000000;-0.000104;0;0;0.000296
Classe;23.740.595/0001-17;2026-07-01;1;2026-08-12;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SHOPPING;2018-08-30;INVESTIDORES EM GERAL;BRVSHOCTF002;2098800;N;N;;Shoppings;Ativa;Indeterminado;;30/06;S;N;N;S;N;TIVIO CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;03384738000198;Avenida Faria Lima;4300;7º andar;Vila Olímpia;São Paulo;SP;04538-132;(11) 5171-5003;;;www.tivio.com;ri@tivio.com;2026-07-01;1;23740595000117;2795;;249540046.95;118.896534662664;2098800;0.001619;0;0;8E-05
