ID_Registro_Fundo;CNPJ_Fundo;Codigo_CVM;Data_Registro;Data_Constituicao;Tipo_Fundo;Denominacao_Social;Data_Cancelamento;Situacao;Data_Inicio_Situacao;Data_Adaptacao_RCVM175;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Patrimonio_Liquido;Data_Patrimonio_Liquido;Diretor;CNPJ_Administrador;Administrador;Tipo_Pessoa_Gestor;CPF_CNPJ_Gestor;Gestor
5391;46247083000119;122124;2022-05-16;2022-04-19;FIP;RIVER FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA;;Em Funcionamento Normal;2022-05-19;2025-05-16;2026-04-01;2027-03-31;155465844.48;2025-04-30;JOSE WALTER LUCAS;23025053000162;APEX GROUP INVESTIMENTOS LTDA.;PJ;23025053000162;APEX GROUP INVESTIMENTOS LTDA.
5406;46323212000100;122194;2022-07-29;2022-04-26;FIP;DOJO GRU IV FUNDO DE INVESTIMENTOS EM PARTICIPAÇÕES EM INFRAESTRUTURA;;Em Funcionamento Normal;2022-08-16;2025-06-30;2026-01-01;2026-12-31;109365.64;2025-04-30;FELIPE SUZANO ALMEIDA MAGALHÃES;05946654000126;AGUILA CAPITAL ADMINISTRAÇÃO E GESTÃO DE CAPITAIS LTDA.;PJ;38183509000190;DOJO CAPITAL INVESTIMENTOS ADMINISTRADORA DE CARTEIRAS DE RECURSOS E CONSULTORIA LTDA.
5408;46375247000193;122186;2022-07-22;2022-07-22;FIP;NM RZK ENERGIA FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;;Em Funcionamento Normal;2022-09-30;2025-06-09;2026-04-01;2027-03-31;219099776.46;2025-04-30;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;12263316000155;NOVA MILANO INVESTIMENTOS LTDA
5413;46375484000154;122196;2022-08-01;2022-07-29;FIP;Perfin Voyager Fundo de Investimento em Participações em Infraestrutura;;Em Funcionamento Normal;2022-08-03;2024-12-02;2026-03-01;2027-02-28;1253875136.65;2024-12-31;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;04232804000177;PERFIN INFRA ADMINISTRAÇÃO DE RECURSOS
5419;46405812000118;122200;2022-08-10;2022-08-10;FIP;VALORA INFRA DÍVIDA FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA - FIP-IE RESP LIMITADA;;Em Funcionamento Normal;2022-09-27;2024-11-08;2026-01-01;2026-12-31;517783023.67;2024-08-31;ERICK WARNER DE CARVALHO;62232889000190;BANCO DAYCOVAL S.A.;PJ;07559989000117;VALORA IMOBILIÁRIO E INFRAESTRUTURA LTDA.
5461;47093536000162;122294;2022-11-18;2022-11-18;FIP;POLARIS 2 FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;;Em Funcionamento Normal;2023-05-22;2025-06-02;2026-02-01;2027-01-31;90539521.11;2025-04-30;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;28153011000120;APOLO ADMINISTRACAO DE RECURSOS LTDA
5462;47093801000102;122237;2022-09-23;2022-09-23;FIP;OBB CAPITAL BRASIL SOLAR FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;2023-08-22;Cancelado;2023-08-22;;;;;;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;42337065000177;PULSO INVESTIMENTOS LTDA
5463;47093821000183;122210;2022-08-24;2022-08-24;FIP;GRAFITO FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES INFRAESTRUTURA RESPONSABILIDADE LIMITADA;;Em Funcionamento Normal;2023-02-14;2025-06-30;2026-03-01;2027-02-28;166416432.61;2025-04-30;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;15032609000110;STARBOARD ASSET LTDA.
5478;47279969000107;122324;2022-12-08;2022-12-08;FIP;VEGA SOLAR FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES - INFRAESTRUTURA DE RESPONSABILIDADE LIMITADA;;Em Funcionamento Normal;2023-02-07;2025-06-23;2026-01-01;2026-12-31;29895159.17;2025-04-30;ERICK WARNER DE CARVALHO;62232889000190;BANCO DAYCOVAL S.A.;PJ;12600032000107;JIVE INVESTMENTS GESTÃO DE RECURSOS E CONSULTORIA S.A.
5505;47862302000132;122302;2022-12-01;2022-11-29;FIP;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES GD BRASIL SOLAR - INFRAESTRUTURA;;Em Funcionamento Normal;2022-12-02;2025-06-23;2026-01-01;2026-12-31;135969929.97;2025-04-30;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;45776352000171;VERTENTE CAPITAL GESTORA DE RECURSOS LTDA
5517;48015232000140;122284;2022-11-11;2022-09-13;FIP;FRAM CAPITAL LARSEN FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;;Em Liquidação;2026-06-30;2025-06-30;2026-03-01;2027-02-28;3586399.04;2025-04-30;ARIANA RENATA PAVAN;13673855000125;OSLO DTVM;PJ;08157028000149;FRAM CAPITAL GESTÃO DE ATIVOS LTDA.
5519;48038397000137;123017;2023-02-01;2022-09-14;FIP;CAVALLIERI FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES - INFRAESTRUTURA;;Em Funcionamento Normal;2023-02-10;2025-05-15;2026-04-01;2027-03-31;541830348.78;2025-04-30;ANA RACY PARENTE;32582247000150;FIDD ADMINISTRAÇÃO DE RECURSOS LTDA;PJ;32582247000150;FIDD ADMINISTRAÇÃO DE RECURSOS LTDA
5528;48253513000130;122356;2022-12-16;2022-10-05;FIP;GANA ASSET FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES - INFRAESTRUTURA;2024-11-26;Cancelado;2024-11-26;;;;;;ANA RACY PARENTE;32582247000150;FIDD ADMINISTRAÇÃO DE RECURSOS LTDA;PJ;32582247000150;FIDD ADMINISTRAÇÃO DE RECURSOS LTDA
5571;49252656000190;123010;2023-01-19;2023-01-18;FIP;AZ QUEST INFRA YIELD FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;;Em Funcionamento Normal;2023-03-03;2024-09-23;2026-03-01;2027-02-28;748565372.65;2025-08-31;LIZANDRO SOMMER ARNONI;02332886000104;XP INVESTIMENTOS CCTVM S.A.;PJ;50544038000101;AZ QUEST INFRA LTDA.
5572;49274036000152;123012;2023-01-20;2023-01-20;FIP;GDO FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES INFRAESTRUTURA;;Em Funcionamento Normal;2023-02-15;2025-06-23;2026-01-01;2026-12-31;58584251.93;2025-04-30;CLAUDIA SIOLA CIANFARAN;00806535000154;PLANNER CORRETORA DE VALORES S.A.;PJ;10405423000145;REDWOOD ADMINISTRAÇÃO DE RECURSOS LTDA
5574;49343067000118;123014;2023-01-26;2023-01-26;FIP;BTG PACTUAL ENERGY DEBT FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA RESP LIMITADA;;Em Funcionamento Normal;2023-03-03;2025-06-27;2026-04-01;2027-03-31;580851489.64;2025-04-30;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;29650082000100;BTG PACTUAL ASSET MANAGEMENT S/A DTVM
5577;49430776000130;123018;2023-02-01;2023-01-31;FIP;BTG PACTUAL INFRAESTRUTURA III FEEDER FI EM PARTICIPAÇÕES MULTIESTRATÉGIA RESPONSABILIDADE LIMITADA;;Em Funcionamento Normal;2024-06-26;2025-05-02;2026-04-01;2027-03-31;47256326.07;2025-04-30;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;09631542000137;BTG PACTUAL GESTORA DE RECURSOS LTDA
5582;49619678000146;123025;2023-02-15;2023-02-15;FIP;GOLDEN GATE FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;;Em Funcionamento Normal;2023-03-17;2025-06-25;2026-01-01;2026-12-31;79878647.04;2025-04-30;LIZANDRO SOMMER ARNONI;02332886000104;XP INVESTIMENTOS CCTVM S.A.;PJ;34848969000139;WEALTH HIGH GOVERNANCE CAPITAL LTDA.
5583;49628326000157;123026;2023-02-16;2023-02-16;FIP;BTG PACTUAL MAVERICK FIP EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA;;Em Funcionamento Normal;2023-02-17;2025-06-13;2026-04-01;2027-03-31;117967077.08;2025-04-30;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;09631542000137;BTG PACTUAL GESTORA DE RECURSOS LTDA
5595;49750515000106;123037;2023-02-28;2023-02-28;FIP;VIA APPIA FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES INFRAESTRUTURA - RESPONSABILIDADE LIMITADA;;Em Funcionamento Normal;2023-03-13;2024-07-18;2026-03-01;2027-02-28;1139239364.63;2024-08-31;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;15032609000110;STARBOARD ASSET LTDA.
5625;50135001000111;123067;2023-03-29;2023-03-29;FIP;TRIÂNGULO FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES INFRAESTRUTURA RESPONSABILIDADE LIMITADA;;Em Funcionamento Normal;2023-12-11;2023-11-28;2026-01-01;2026-12-31;9233833.85;2024-08-31;RICARDO FUSCALDI DE FIGUEIREDO BAPTISTA;17595680000136;VÓRTX GRAFENO S.A.;PJ;01591499000111;TAG INVESTIMENTOS LTDA
5629;50216348000199;123072;2023-04-05;2023-04-04;FIP;NAVI ENERGIAS SUSTENTÁVEIS II FIP EM INFRAESTRUTURA - IS - RESPONSABILIDADE LIMITADA;;Em Funcionamento Normal;2023-05-11;2025-06-05;2026-04-01;2027-03-31;75718510.15;2025-04-30;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;34745508000130;NAVI YIELD - ADMINISTRADORA E GESTORA DE RECURSOS FINANCEIROS LTDA.
5639;50284286000152;123081;2023-04-12;2021-04-10;FIP;GALAPAGOS FOF INFRA FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;2025-04-17;Cancelado;2025-04-17;2025-02-27;2025-04-01;2026-03-31;5311077.61;2024-12-31;DOUGLAS FABRES PEZZIN;40888143000104;GV ATACAMA CAPITAL LTDA;PJ;32706879000188;GALAPAGOS CAPITAL INVESTIMENTOS E PARTICIPAÇÕES LTDA.
5650;50382413000156;123091;2023-04-19;2023-04-19;FIP;Confrapar Vivaz Energia Fundo de Investimento em Participações em Infraestrutura;2023-08-25;Cancelado;2023-08-25;;;;;;CARLOS EDUARDO GUILLAUME SILVA;09015597000112;SPE CONFRAPAR ADMINISTRAÇÃO E GESTÃO DE RECURSOS S.A.;PJ;07492836000108;CONFRAPAR ADMINISTRAÇÃO E GESTÃO DE RECURSOS S/A
5652;50452988000106;123093;2023-04-26;2023-04-26;FIP;VILA RICA ENERGIA III FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;2025-12-24;Cancelado;2025-12-24;;;;;;ROGÉRIO PENTEADO FELGUEIRAS;67030395000146;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;PJ;14751574000106;VILA RICA CAPITAL GESTORA DE RECURSOS LTDA
5667;50642706000125;123108;2023-05-11;2023-05-11;FIP;DOJO RE FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES INFRAESTRUTURA;;Em Funcionamento Normal;2023-09-20;2025-06-30;2026-01-01;2026-12-31;1421092.49;2025-04-30;FELIPE SUZANO ALMEIDA MAGALHÃES;05946654000126;AGUILA CAPITAL ADMINISTRAÇÃO E GESTÃO DE CAPITAIS LTDA.;PJ;38183509000190;DOJO CAPITAL INVESTIMENTOS ADMINISTRADORA DE CARTEIRAS DE RECURSOS E CONSULTORIA LTDA.
5693;51138700000188;123133;2023-06-21;2023-06-21;FIP;PÁTRIA INFRAESTRUTURA V FEEDER INSTITUCIONAL I FIP RESP LIMITADA;;Em Funcionamento Normal;2024-01-23;2025-06-23;2026-01-01;2026-12-31;4531422.78;2025-04-30;JOSE WALTER LUCAS;23025053000162;APEX GROUP INVESTIMENTOS LTDA.;PJ;12461756000117;PÁTRIA INVESTIMENTOS LTDA.
5705;51209718000123;123143;2023-06-27;2023-06-23;FIP;PÁTRIA INFRAESTRUTURA V FEEDER BRASIL FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;;Em Funcionamento Normal;2024-01-26;2025-06-30;2026-01-01;2026-12-31;79545481.11;2025-04-30;LIZANDRO SOMMER ARNONI;02332886000104;XP INVESTIMENTOS CCTVM S.A.;PJ;12461756000117;PÁTRIA INVESTIMENTOS LTDA.
5709;51248141000169;123147;2023-06-30;2023-06-29;FIP;BTG PACTUAL INFRA DEBT FIP EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA;;Em Funcionamento Normal;2023-07-28;2025-06-16;2026-02-01;2027-01-31;500326434.37;2025-04-30;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;29650082000100;BTG PACTUAL ASSET MANAGEMENT S/A DTVM
5716;51339815000130;123153;2023-07-07;2023-07-07;FIP;AVT LOG FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES INFRAESTRUTURA;;Em Funcionamento Normal;2023-07-25;2025-06-30;2026-07-01;2027-06-30;81792663.77;2025-04-30;DAVID ROSSET;16695922000109;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;PJ;44615804000170;GESTORA DE RECURSOS ID - GRID LTDA
5723;51484496000157;123161;2023-07-19;2023-07-19;FIP;AZ QUEST INFRA-YIELD II FUNDO DE INVESTIMENTO  EM PARTICIPAÇÕES EM INFRAESTRUTURA;;Em Funcionamento Normal;2023-10-31;2023-10-17;2026-03-01;2027-02-28;241430549.36;2024-08-31;ERICK WARNER DE CARVALHO;62232889000190;BANCO DAYCOVAL S.A.;PJ;50544038000101;AZ QUEST INFRA LTDA.
5727;51504445000140;123164;2023-07-20;2023-07-20;FIP;PÁTRIA INFRAESTRUTURA V MASTER BRASIL FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES;;Em Funcionamento Normal;2024-01-23;2025-06-27;2026-01-01;2026-12-31;369196666.39;2025-04-30;CINTIA SANT'ANA DE OLIVEIRA;45246410000155;BANCO GENIAL S.A.;PJ;12461756000117;PÁTRIA INVESTIMENTOS LTDA.
5738;51584344000126;123173;2023-07-27;2023-07-27;FIP;Natural Energia I Fundo de Investimento em Participações Infraestrutura;2023-12-13;Cancelado;2023-12-13;;;;;;ALEXANDRE GRAEVER;21046086000163;IDGR;PJ;48392176000162;NATURAL CAPITAL GESTÃO DE RECURSOS LTDA.
5768;51936286000152;123202;2023-08-24;2023-08-23;FIP;SOLAR GD 4M FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;2024-01-24;Cancelado;2024-01-24;;;;;;DANILO CHRISTÓFARO BARBIERI;23025053000162;APEX GROUP INVESTIMENTOS LTDA.;PJ;23025053000162;APEX GROUP INVESTIMENTOS LTDA.
5779;52046107000174;123213;2023-09-01;2023-09-01;FIP;BOCAINA DÍVIDA I FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA;;Em Funcionamento Normal;2024-03-25;2024-04-04;2026-03-01;2027-02-28;27403456.26;2024-12-31;ERICK WARNER DE CARVALHO;62232889000190;BANCO DAYCOVAL S.A.;PJ;38347420000111;BOCAINA CAPITAL GESTORA DE RECURSOS LTDA.
5787;52149451000199;123221;2023-09-12;2023-09-12;FIP;CONGEM I FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES INFRAESTRUTURA;;Em Funcionamento Normal;2023-09-28;2025-06-20;2026-06-01;2027-05-31;42178603.37;2025-04-30;CLAUDIA SIOLA CIANFARAN;00806535000154;PLANNER CORRETORA DE VALORES S.A.;PJ;11402234000181;4I CAPITAL LTDA
5789;52171772000190;123223;2023-09-13;2023-09-13;FIP;CAROA FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;;Em Funcionamento Normal;2023-12-26;2023-12-20;2026-01-01;2026-12-31;27060137.59;2025-04-30;LIZANDRO SOMMER ARNONI;02332886000104;XP INVESTIMENTOS CCTVM S.A.;PJ;37747986000178;MERCURIO GESTORA DE RECURSOS LTDA.
5790;52171797000193;123224;2023-09-13;2023-09-13;FIP;MERCURIO GF I FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;;Em Funcionamento Normal;2023-12-20;2023-12-20;2026-01-01;2026-12-31;107922530.85;2025-04-30;LIZANDRO SOMMER ARNONI;02332886000104;XP INVESTIMENTOS CCTVM S.A.;PJ;37747986000178;MERCURIO GESTORA DE RECURSOS LTDA.
5791;52171799000182;123225;2023-09-13;2023-09-13;FIP;JERICO FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;;Em Funcionamento Normal;2023-12-26;2023-12-20;2026-01-01;2026-12-31;304170255.92;2025-04-30;LIZANDRO SOMMER ARNONI;02332886000104;XP INVESTIMENTOS CCTVM S.A.;PJ;37747986000178;MERCURIO GESTORA DE RECURSOS LTDA.
5793;52171803000102;123227;2023-09-13;2023-09-13;FIP;CUMARU FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;2026-01-08;Cancelado;2026-01-08;;;;;;LIZANDRO SOMMER ARNONI;02332886000104;XP INVESTIMENTOS CCTVM S.A.;PJ;02332886000104;XP INVESTIMENTOS CCTVM S.A.
5805;52281935000197;123238;2023-09-22;2023-09-22;FIP;PÁTRIA INFRAESTRUTURA V ADVISORY FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;;Em Funcionamento Normal;2024-01-23;2025-06-30;2026-04-01;2027-03-31;304170255.92;2025-04-30;LIZANDRO SOMMER ARNONI;02332886000104;XP INVESTIMENTOS CCTVM S.A.;PJ;12461756000117;PÁTRIA INVESTIMENTOS LTDA.
5808;52338356000133;123242;2023-09-27;2023-09-26;FIP;PÁTRIA INFRAESTRUTURA V FEEDER IP LATAM - FIP MULT IE;2025-05-26;Cancelado;2025-05-26;;;;;;MARCELO VIEIRA FRANCISCO;23025053000162;APEX GROUP INVESTIMENTOS LTDA.;PJ;12461756000117;PÁTRIA INVESTIMENTOS LTDA.
5813;52363509000100;123246;2023-09-29;2023-09-29;FIP;BTG PACTUAL INFRAESTRUTURA III FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULT RESPONSABILIDADE LIMITADA;;Em Funcionamento Normal;2024-07-11;2024-07-04;2026-04-01;2027-03-31;28560461.57;2024-08-31;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;09631542000137;BTG PACTUAL GESTORA DE RECURSOS LTDA
5818;52555065000105;123251;2023-10-17;2023-10-13;FIP;BOCAINA SANEAMENTO BÁSICO CRÉDITO FIP EM INFRAESTRUTURA - RESPONSABILIDADE LIMITADA;2025-07-29;Cancelado;2025-07-29;2023-10-17;;;;;ERICK WARNER DE CARVALHO;62232889000190;BANCO DAYCOVAL S.A.;PJ;38347420000111;BOCAINA CAPITAL GESTORA DE RECURSOS LTDA.
5822;52653794000196;123255;2023-10-24;2023-10-24;FIP;NATURAL CAPITAL INFRA FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA-RESPONSABILIDADE LTDA;;Em Funcionamento Normal;2023-10-27;2023-10-24;2026-04-01;2027-03-31;15165891.39;2024-08-31;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;48392176000162;NATURAL CAPITAL GESTÃO DE RECURSOS LTDA.
5826;52702039000154;123259;2023-10-27;2023-10-27;FIP;AZ QUEST INFRA-YIELD III FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;;Em Funcionamento Normal;2023-11-30;2023-10-27;2025-12-01;2026-11-30;230161471.42;2024-08-31;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;50544038000101;AZ QUEST INFRA LTDA.
5830;52824996000153;123263;2023-11-08;2023-11-08;FIP;BOCAINA ENERGÉTICA CRÉDITO FIP EM INFRAESTRUTURA - RESPONSABILIDADE LIMITADA;;Em Funcionamento Normal;2024-02-20;2023-11-08;2026-03-01;2027-02-28;87403154.12;2024-08-31;ERICK WARNER DE CARVALHO;62232889000190;BANCO DAYCOVAL S.A.;PJ;38347420000111;BOCAINA CAPITAL GESTORA DE RECURSOS LTDA.
5838;52983240000157;123271;2023-11-23;2023-11-23;FIP;ALBA FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;;Em Funcionamento Normal;2023-11-24;2023-11-23;2026-04-01;2027-03-31;23019990.00;2024-08-31;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;07625159000140;BTG PACTUAL GESTORA DE INVESTIMENTOS ALTERNATIVOS LTDA.
5905;53306139000124;123344;2023-12-26;2023-12-26;FIP;GERIBÁ MAIS ENERGIA II FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;;Em Funcionamento Normal;2024-06-17;2023-12-26;2026-04-01;2027-03-31;5949208.73;2024-08-31;JOSE WALTER LUCAS;23025053000162;APEX GROUP INVESTIMENTOS LTDA.;PJ;10467534000186;GERIBÁ INVESTIMENTOS LTDA
5908;53306430000100;123347;2023-12-26;2023-12-26;FIP;SOLAR 4M GD 1 FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;;Em Funcionamento Normal;2024-01-19;2023-12-26;2026-04-01;2027-03-31;4640805.61;2024-08-31;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;49709341000120;NAJAH GESTÃO DE RECURSOS LTDA.
5910;53312828000141;123350;2023-12-27;2023-12-27;FIP;SKJR FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES INFRAESTRUTURA RESPONSABILIDADE LIMIITADA;;Em Funcionamento Normal;2024-03-22;2023-12-27;2026-01-01;2026-12-31;30959588.57;2024-08-31;CLAUDIA SIOLA CIANFARAN;00806535000154;PLANNER CORRETORA DE VALORES S.A.;PJ;10405423000145;REDWOOD ADMINISTRAÇÃO DE RECURSOS LTDA
5915;53319312000129;123359;2023-12-28;2023-12-26;FIP;FRAM CAPITAL MARAPÉ II FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;;Em Liquidação;2026-07-03;2023-12-28;2026-03-01;2027-02-28;36436091.28;2024-08-31;ARIANA RENATA PAVAN;13673855000125;OSLO DTVM;PJ;08157028000149;FRAM CAPITAL GESTÃO DE ATIVOS LTDA.
5927;53468219000186;124009;2024-01-11;2024-01-11;FIP;BTG PACTUAL ENERGY OPPORTUNITIES FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM  INFRAESTRUTURA;;Em Funcionamento Normal;2024-01-31;2024-01-11;2026-02-01;2027-01-31;239173884.45;2024-08-31;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;29650082000100;BTG PACTUAL ASSET MANAGEMENT S/A DTVM
5930;53537278000169;124012;2024-01-17;2024-01-16;FIP;POLUX FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;;Em Funcionamento Normal;2024-01-29;2024-01-29;2026-01-01;2026-12-31;29627607.26;2024-08-31;DOUGLAS FABRES PEZZIN;40888143000104;GV ATACAMA CAPITAL LTDA;PJ;48392830000138;BLUEOAK INVESTMENTS ASSET LTDA.
5944;53829114000105;124025;2024-02-06;2024-02-06;FIP;EV ENERGIA FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA;;Em Liquidação;2026-02-25;2024-02-06;2026-04-01;2027-03-31;41610348.46;2024-08-31;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;32288914000196;EUQUEROINVESTIR GESTÃO DE RECURSOS LTDA
5985;54511022000145;124069;2024-03-28;2024-03-28;FIP;AZ QUEST INFRA-YIELD IV FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;;Em Funcionamento Normal;2024-05-03;2024-03-28;2026-04-01;2027-03-31;153129972.83;2024-08-31;GUSTAVO COTTA PIERSANTI;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;PJ;50544038000101;AZ QUEST INFRA LTDA.
6037;55067199000167;124122;2024-05-09;2024-05-09;FIP;RIZA AÉRAS TRANSIÇÃO ENERGÉTICA FIP EM INFRAESTRUTURA DE RESPONSABILIDADE LIMITADA;;Fase Pré-Operacional;2024-05-09;2024-05-09;;;;;CINTIA SANT'ANA DE OLIVEIRA;45246410000155;BANCO GENIAL S.A.;PJ;47138945000138;RIZA ALLOCATION GESTORA DE RECURSOS LTDA
6039;55087978000124;124125;2024-05-10;2024-05-10;FIP;G5 PE INFRA I FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;;Em Funcionamento Normal;2024-06-26;2024-06-27;2026-06-01;2027-05-31;4626938.17;2024-08-31;DOUGLAS FABRES PEZZIN;40888143000104;GV ATACAMA CAPITAL LTDA;PJ;09446129000100;G5 ADMINISTRADORA DE RECURSOS LTDA.
6054;55250326000169;125013;2025-01-16;2024-05-23;FIP;G5 PE INFRA FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;2025-11-06;Cancelado;2025-11-06;2025-01-16;;;;;DOUGLAS FABRES PEZZIN;40888143000104;GV ATACAMA CAPITAL LTDA;PJ;09446129000100;G5 ADMINISTRADORA DE RECURSOS LTDA.
6056;55258886000160;124141;2024-05-23;2024-05-23;FIP;INFRA MARKETS FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA;2026-08-26;Cancelado;2026-08-26;2024-05-23;;;;;LIZANDRO SOMMER ARNONI;02332886000104;XP INVESTIMENTOS CCTVM S.A.;PJ;41475648000100;CAPITÂNIA ALTERNATIVES S/A
6058;55291703000108;124142;2024-05-27;2024-05-27;FIP;COPÉRNICO FI EM PARTICIPAÇÕES EM INFRAESTRUTURA CLASSE A INFRAESTRUTURA RESP LIMITADA;;Em Funcionamento Normal;2024-07-31;2024-05-27;2026-04-01;2027-03-31;239496119.09;2024-08-31;MARCIO AURELIO DE NOBREGA;65913436000117;SAFRA ASSET CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;PJ;65913436000117;SAFRA ASSET CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
